Entity Name,Alternative Name,Type,Tag
Mosta’sim Billah,,last Abbaside Khalif of Baghdad,Person
Mosta’sim Billah,,story of his avarice and death,Person
Mosta’sim Billah,,/Mostocotto/,Person
Mosul ,Mausul,,Location
Motapallé,,/see/ Mutfili,Location
Motawakkil,,Khalif,Person
Moule,,Bishop G.E,Person
Mount,,"Green, in Palace grounds at Peking",No
Mount,,—— St Thomas,No
Mount,,"—— D’Ely, /see/ Monte d’Ely",No
Mountain,,"Old Man of the, /see/ Old Man of the",No
Mountain,,—— Miracle of the,No
Mountain,,"—— Road in Shensi, extraordinary",No
Mourning customs,,,No
Mourning customs,,at Hormuz,No
Mourning customs,,in Tangut,No
Mourning customs,,at Kinsay,No
Mozambique Channel,,,No
Muang,,term applied in Shan countries (Laos and W. Yunnan) to fortified,Location
Muang,,"towns, as:—",Location
Muang,,Muang–Chi,Location
Muang,,"Muang, or Maung Maorong",Location
Muang,,Muang Shung,Location
Muang,,Muang Yong,Location
Muláhidah,Mulehet,"Alamút, Chinese Mulahi), epithet of Ismaelites",No
Mulberry Trees,,,No
Mul–Java,,,No
Müller,,F.W.K,Person
Müller,,Professor Max,Person
Müller,,on /Couvade/,Person
Müller,,on stories of Buddha and St. Josafat,Person
Multan,,,Person
Mungasht,,"hill fort, stronghold of the Atabegs",No
Mungul,,name applied to Tartars. (/See/ Mongol.),No
Mungul–Temur,Mongo–Temur,/see/ Mangu–Temur,Person
Murad Beg,,of Kunduz,No
Murghab ,,River,Location
Murray,,"Dr. J.A.H., on /Couvade/",Person
Murray,,—— Hugh,Person
Murus Ussu ,,Upper Kiang),Location
Mus,,"Merdin (Mush, Mardin)",Location
Musa’úd,,Prince of Hormuz,Person
Musk,,animal (Moschus),No
Musk,,—— earliest mention of and use in medicine,No
Muslin,,/see/ Mosolin,No
Mutfili ,,,Location
Mutfili ,,its diamonds,Location
Mutfili ,,identified,Location
Muza,,,No
Mynibar,,,No
Mysore,,,Location
Mystic number,,/see/ Numbers,No
Mystic number,,,No
Nac,,"Nasich, Naques (Nakh), a kind of brocade",No
Nac,,"/Nachetti/, silk stuff interwoven with gold",No
Nac,,"/Nakhut/, gold brocade",No
Nakkára,Naccara,"Nacaires), the great kettledrum signalling action",No
Nakkára ,,/Nákshatra/,No
Nalanda,,,No
Nan–Chao,,"formerly Ai–Lao, Shan dynasty in Yun-nan",No
Nancouri,,,No
Nanghin,Ngan-king,,No
Nangiass,,Mongol name of Manzi,Location
Nankau,,"archway in Pass of, with polyglot inscription",No
Nanking,,not named by Polo,No
Nanwuli,,,No
Naobanján,,,No
Naoshirwan,,,No
Naphtha in the Caucasian country,,,No
Naphtha in the Caucasian country,,—— Fire used in war by the Karaunahs,No
Napier,,Sir C,Person
Napoleon III,,,Person
Napoleon III,,his researches and experiments on mediaeval engines of war,Person
Narikela–Dvipa,,,No
Narin–Kaleh,,fortress,Location
Narkandam,,volcanic island,Location
Narsinga,,King of,Person
Narwhal tusk,,mediaeval Unicorn’s Horn,No
Nasich,,/see/ Nac,No
Nasruddin,Nescradin,officer in the Mongol Service,Person
Nassir-uddin,,"Mahmud, Sultan of Delhi",Person
Natigay,,Tartar idol,Person
Nava–Khanda,,or Nine Divisions of Ancient India,No
Navapa ,,,No
Naversa,,"in Cilicia, under Taurus",No
Nayan,,"Kúblái’s kinsman, his revolt",Person
Nayan,,Kúblái marches against,Person
Nayan,,routed in battle,Person
Nayan,,put to death by Kúblái,Person
Nayan,,earchus at Hormuz,Person
Nebila and Mangla ,,islands,Location
Nebuchadnezzar,,,No
Necklaces,,precious,No
Necuveran,,/see/ Nicobar,Location
Negapatam,,Chinese Pagoda at,Location
Negroes described,,,No
Negropont,,,No
Nellore,,,No
Nemej,,"Niemicz (“Dumb”), applied to Germans by Slavs",No
Nerghi,,Plain of,Location
Nerghi,,/Neri/ (pigs),Location
Nescradin,,/see/ Nasruddin,Person
Nescradin,,/Nesnás/ (a goblin),Person
Nestorian Christians,,at Mosul,No
Nestorian Christians,,Tauris,No
Nestorian Christians,,Kashgar,No
Nestorian Christians,,Samarkand,No
Nestorian Christians,,Yarkand,No
Nestorian Christians,,Tangut,No
Nestorian Christians,,Kamul,No
Nestorian Christians,,Chingintalas,No
Nestorian Christians,,Sukchur,No
Nestorian Christians,,"Kampichu, Kan-chau",No
Nestorian Christians,,their diffusion in Asia,No
Nestorian Christians,,among the Mongols,No
Nestorian Christians,,Erguiul and Sinju,No
Nestorian Christians,,Egrigaia,No
Nestorian Christians,,Tenduc,No
Nestorian Christians,,China,No
Nestorian Christians,,"Yachi, or Yun-nan fu",No
Nestorian Christians,,Cacanfu,No
Nestorian Christians,,Yang-chau,No
Nestorian Christians,,one in Polo’s suite,No
Nestorian Christians,,churches at Chinghianfu,No
Nestorian Christians,,church at Kinsay,No
Nestorian Christians,,at St. Thomas,No
Nestorian Christians,,Patriarch of,No
Nestorian Christians,,Metropolitan,No
Nestorius,,Patriarch of Constantinople,Person
Nevergún Pass,,,No
New Year Festival at Kúblái’s Court,,,No
Neza Tash Pass,,,No
Ngan-king,Nanghin,,No
Ngan-ning-ho ,,River,Location
Ngantung,,Mongol general,Person
Ngo-ning,,or Ho-nhi,No
Nia,ancient Ni-jang,in Khotan,Location
Nias ,,Island,Location
Nibong Palm,,,No
Nicaea of Alexander,,,No
Nicholson,,Edward B,Person
Nicobar,Necuveran,Islands,Location
Nicobar,,etymology and people,Location
Nicolas of Pistoia,,,No
Nicolas,,Christian name of Ahmad Sultan,Person
Nicolas,,"—— Friar, of Vicenza",Person
Nicolas IV,,Pope,Person
Nieuhoff,,,No
Nigudar,Nogodar,Mongol princes,Person
Nigudarian bands,,,No
Nilawár,Nellore,,Location
Nile,,sources of,No
Nileshwaram,,,No
Nileshwaram,,"/Nímchah Musulmán/, “Half-and-Halfs”",No
Nine,,auspicious number among Tartars,No
Nine Provinces ,,,No
Nine Provinces ,,(China),No
Ning-hsia,,or hia (Egrigaia),No
Ningpo,,,No
Ning-yuan fu,,,No
Niriz,,steel mines of,No
Nirvana,,figures of Buddha in,No
Nishapúr,,,No
Niuché,Yuché,Chinese name for the Churchés or race of Kin Empire,No
Noah’s Ark in Armenia,,,No
Nobles of Venice,,,No
Nobles of Venice,,Polo’s claim to be one,No
Nochdarizari,,mountains north of Kabul,Location
Nogai Khan,,,Person
Nogai Khan,,his intrigues and wars,Person
Nogai Khan,,his history,Person
Nogai Khan,,wars with Toctai,Person
Nogodar,Nigudar,"King of the Caraonas, story of",Person
Nomad tribes of Persia,,,No
Nomogan,Numughan,Kúblái’s son,Person
None,,"/Nono, Nuna/, title given to younger brothers or subordinate",No
None,,princes,No
North,,regions of the Far,No
North Star,,/see/ Pole–Star,No
Note Book,,Polo’s,No
Novgorod,,,No
Nubia,,St. Thomas,Location
Nubia,,alleged use of elephants in,Location
Nukdaris,,tribe west of Kabul,No
Nuksán Pass,,,No
Numbers,,mystic or auspicious,No
Numbers,,Nine,No
Numbers,,one hundred and eight,No
Numbers,,"/Nuna, see/ None",No
Nusi–Ibrahim,,,No
Nutmegs,,,No
Nyuché,,"or Churché, race of Kin Emperors, /see/ Niuché",No
Nyuché,,,No
Oak of Hebron,,/see/ Terebinth,No
Oaracta,Kishm,or Brakht),No
Obedience of Ismaelites,,extraordinary,No
Obi ,,River,Location
Observatory at Peking,,,No
Ocean Sea,,,Location
Ocean Sea,,"other seas, parts of",Location
Ocoloro Island,,,Location
Odoric,,Friar,No
Odoric,,on Kinsay,No
Odoric,,on Fu-chau,No
Odoric,,Zayton,No
Odoric,,Java,No
Odoric,,Champa,No
Odoric,,Sumatra,No
Odoric,,on sago tree,No
Odoric,,on products of Ceylon,No
Odoric,,St. Thomas’s,No
Odoric,,Pepper Forest,No
Odoric,,brazil-wood,No
Odoric,,Thána,No
Oger,,the Dane,No
Ogotai Khan,,/see/ Okkodai,Person
Oil from the Holy Sepulchre,,,No
Oil from the Holy Sepulchre,,fountain of (Naphtha) at Baku,No
Oil from the Holy Sepulchre,,whale,No
Oil from the Holy Sepulchre,,"—— head (Capidoglio, or Sperm whale)",No
Oil from the Holy Sepulchre,,—— walnut and Sesamé,No
Oirad,,"or Uirad (Horiad), a great Tartar tribe",Location
Okkodai Khan,,third son of Chinghiz,Person
Olak,,"Illuk, Aulak, /see/ Lac",No
Old Man of the Mountain,Aloadin,,Person
Old Man of the Mountain,Aloadin,his envoys to St. Lewis,Person
Old Man of the Mountain,Aloadin,account of,Person
Old Man of the Mountain,Aloadin,how he trained his Assassins,Person
Old Man of the Mountain,Aloadin,the Syrian,Person
Old Man of the Mountain,Aloadin,his subordinate chiefs,Person
Old Man of the Mountain,Aloadin,his end,Person
Old Man of the Mountain,Aloadin,modern representative,Person
Oljaïtu Khan,,his correspondence with European princes,Person
Oljaïtu Khan,,his tomb,Person
Oman,,,Location
Omens,,much regarded in Maabar,No
Omens,,by the Brahmans,No
Onan Kerule,,near Baikal,Location
Ondanique,,"Andaine, Andanicum, Hundwáníy",No
Ondanique,,in Kerman,No
Ondanique,,Chingintalas,No
Oppert,,"Dr. Gustavus, Book on Prester John, /Der Presbyter Johannes in",Person
Oppert,,Sage und Geschichte/,Person
Orang Gugu,,,No
Orang Malayu ,,River,Location
Orang Malayu,,/Or Batuz/,Location
Orbelian,,"John, identified by Bruun with Prester John",Person
Ordos,,the Mongols of,No
Organa,,Persian Gerún,No
Oriental phrases in Polo’s dictation,,,No
Orissa,,,Location
Orkhon ,,River,Location
Orleans,,defence of,No
Orleans,,—— Isle d’,No
Orleans,,"/Orloks/, or Marshals of the Mongol Host",No
Oroech,,,No
Oroech,,"/Oron/, Mongol for a region or realm",No
Oroech,,"/Orphani/, strange customs of the",No
Oroech,,"/Osci/, the word",No
Ostriches,,,No
Ostyaks,,,No
Otto,,Bishop of Freisingen,Person
Oulatay,Uladai,Tartar envoy from Persia,Person
Oulatay ,,"/Ovis Poli/, /see/ Sheep",Person
Oulatay ,,"/Oweke/, /see/ Ucaca",Person
Owen,,Professor,Person
Owen,,"Rev. Gray, on the Lolos",Person
Owen,,"/Owo/, Mongol for Musk",Person
Oxen,,"humped, in Kerman",No
Oxen,,"wild, shaggy (Yaks)",No
Oxen,,—— wild (/Beyamini/),No
Oxen,,in East Tibet,No
Oxen,,Burma,No
Oxen,,in Bengal,No
Oxen,,Anin,No
Oxen,,worshipped,No
Oxen,,"figures of, worn",No
Oxenham,,/Atlas/,No
Oxydracae,,the,No
Oxydracae,,/Oxyrhynchus/,No
Oxus,, Valley and River,Location
Oxus,,/Ozene/,Location
Oxus,,,Location
Pacamuria ,Baccanor,,Location
Pacauta,,,No
Pacem,,/see/ Pasei,No
Paddle-wheel barges,,,No
Paderin,,"Mr., visits Karákorum",Person
Pádishah Khátún of Kerman,,,No
Padma Sambhava,,,No
Pagán,,,Location
Pagán,,ruins at,Location
Pagán,,empire of,Location
Pagán,,—— Old (Tagaung),Location
Pagaroyang,,inscriptions from,No
Paggi ,,Islands,Location
Pagodas,,Burmese,Location
Pagodas,,alleged Chinese in India,Location
Pahang,,,No
Paï,,or Peyih tribe,Location
Paipurth,Baiburt,,No
Pai-yen-ching,,,No
Pai-yen-ching,,"/Paizah/, or Golden Tablet of Honour",No
Pai-yen-ching,,—— and /Yarligh/,No
Pakwiha,,China ware,No
Pakwiha,,"/Pala/, a bird",No
Palace of Khan at Chagannor,,,No
Palace of Khan at Chagannor,,at Chandu (Shangtu),No
Palace of Khan at Chagannor,,of cane,No
Palace of Khan at Chagannor,,at Langtin,No
Palace of Khan at Chagannor,,Cambaluc,No
Palace of Khan at Chagannor,,on Green Mount,No
Palace of Khan at Chagannor,,at Kenjanfu (Si-ngan fu),No
Palace of Khan at Chagannor,,of the Empire of Manzi at Kinsay,No
Palace of Khan at Chagannor,,"in Chipangu, paved and roofed with gold",No
Palembang,,,No
Palembang,,"/Paliolle, Or de/, for gold dust",No
Palladius,,the Archimandrite,No
Palm,,,No
Palm Wine,,/see/ Wine of Palm,No
Pamier,Pamir,Plain of,Location
Pamier,,its wild sheep,Location
Pamier,,great height,Location
Pamier,,"pasture, etc.",Location
Pamier,,"described by Hiuen Tsang, Wood, Goës, Abdul Mejid, Colonel Gordon and",Location
Pamier,,others,Location
Pamier,,Dr. M.A. Stein on,Location
Pamier,,Lord Curzon on number of,Location
Pan–Asiatic usages,,,No
Pandarani,,or Fandaraina,No
Pandit Manphul,,,Person
Pandrethan in Kashmir,,Buddhist temple at,No
Pandyan kings,,,No
Panja ,Upper Oxus,River,Location
Panjáb,,,Location
Panjkora,,,No
Panjshir,,,No
Pantaleon,,coins of,No
Panthé,,or Mahomedan Kingdom in Yun-nan,Location
Panya ,Pengya,in Burma,Location
Pao-ki h’ien,,,No
Paonano Pao,,,No
Papé,,Papesifu,No
Paper-money,,Kúblái’s made from bark,No
Paper-money,,modern. (/See/ also Currency.),No
Papien ,,River,Location
Paquier,,Professor,Person
Paradise,,Apples of,No
Paradise,,—— in legend of the Cross,No
Paradise,,—— of Persia,No
Paradise,,—— of the Old Man of the Mountain,No
Paradise,,destroyed,No
Paradise,,—— Rivers of,No
Parákráma Bahu I,,,No
Paramisura,,founder of Malacca,Person
Paramisura,,/Parapomisadae/,Person
Paramisura,,/Parasol/,Person
Paravas,,,No
Parez,,"Pariz, turquoise mines of",No
Parez,,—— falcons of,No
Pariahs ,Paraiyar,,No
Pariahs ,,etymology of,No
Parker,,E.H,No
Parlák,,"or Perlak, /see/ Ferlec",No
Parlák,,—— Tanjong,No
Parliament,,Tartar,No
Parpa iron mines,,,No
Parrot,,"Professor, first to ascend Mount Ararat",No
Parrots,,,No
Partridges,,,No
Partridges,,black,No
Partridges,,Jiruftì,No
Partridges,,great (Chakors),No
Partridges,,in mew. (/See/ also Francolin.),No
Parwana,,a traitor eaten by the Tartars,No
Paryán silver mines,,,No
Pascal of Vittoria,,Friar,No
Pasei,,"Pacem (Basma), a kingdom of Sumatra",Location
Pasei,,—— Bay of,Location
Pasei,,—— History of,Location
Pasha–Afroz,,,No
Pasha and Pashagar tribes,,,Location
Pashai,,,Location
Pashai,,what region intended,Location
Pashai,,—— Dir,Location
Passo ,,Venetian,No
Patarins,,heretics,No
Patarins,,"/Patera/, debased Greek, from Badakhshán",No
Patlam,,,No
Patlam,,"/Patra/, or Alms-dish of Buddha",No
Patlam,,miraculous properties,No
Patlam,,Holy Grail of Buddhism,No
Patriarchs of Eastern Christians,,,No
Patriarchs of Eastern Christians,,Nestorian.),No
Patteik–Kará,,,No
Patterns,,"beast and bird, on silk, etc",No
Patu,,/see/ Batu,Location
Paukin,Pao-ying,,No
Pauthier,,"G., remarks on text of Polo",No
Paved roads in China,,,No
Paved roads in China,,—— streets of Kinsay,No
Payan,,/see/ Bayan,No
Payangadi,,,No
Pa-yi writing,,specimen of,No
Peaches,,yellow and white (apricots),No
Peacocks at St. Thomas’s,,,No
Peacocks at St. Thomas’s,,special kind in Coilum,No
Pearls,,,No
Pearls,,in Caindu,No
Pearls,,rose-coloured in Chipangu,No
Pearls,,fishery of,No
Pearls,,pearls and precious stones of kingdom of Maabar,No
Pears,,enormous,No
Pedir,,,No
Pedro,,Prince of Portugal,Person
Pegu and Bengal confounded,,,No
Pei-chau,Piju,,Location
Pein,Pim,province,Location
Pein,,site of,Location
Peking,,white pagoda at. (/See/ Cambaluc.),Location
Pelly,,"Col. Sir Lewis, British Resident at Bushire",No
Pema-ching,,,No
Pemberton,,Captain R,Person
Pentam,Bintang,,Location
Pepper,,"daily consumption of, at Kinsay",No
Pepper,,change in Chinese use of,No
Pepper,,"great importation at Zayton, duty on",No
Pepper,,white and black,No
Pepper,,in Coilum,No
Pepper,,Eli and Cananore,No
Pepper,,Melibar,No
Pepper,,Guzerat,No
Pepper,,"trade in, to Alexandria",No
Pepper Country,,,No
Peregrine falcons,,,No
Perla,Ferlec,,Location
Persia,,extent of name to Bokhara,Location
Persia,,spoken of,Location
Persia,,three Magi of,Location
Persia,,its eight kingdoms,Location
Persia and India,,boundary of,No
Persian applied to language of foreigners at Mongol Court,,,No
Persian Gulf ,,,Location
Pesháwar,,,Location
Peter,,Tartar slave of Marco Polo’s,No
Pharaoh’s rats,Gerboa,,No
Phayre,,Major–General Sir Arthur,Person
Pheasants,,large and long tailed,No
Pheasants,,Reeves’s,No
Pheng,the Rukh,,No
Philip the Fair,,,No
Philip III. and IV. of France,,,No
Philippine ,,Islands,Location
Phillips,,G,Person
Phipps,,Captain,Person
Phra Râma,,Siamese kings so-called,No
Phungan,,Phungan-lu (Fungul?),Location
Physician,,a virtuous,No
Physicians,,,No
Pianfu,P’ing-yang fu,,Location
Pianfu ,,/Piccoli/,Location
Pichalok,,,No
Pievtsov,,General,Person
Pievtsov,,expedition,Person
Pigeon posts,,,No
Pig-shells,,,No
Piju,Pei-chau,,Location
Pilgrimage,,to Adam’s Sepulchre in Ceylon,No
Pilgrimage,,to Shrine of St. Thomas,No
Pilgrimage,,“Pillar Road”,No
Pima,Pim,,No
Pinati,,king of Kaulam,Person
Pine woods in Mongolian desert,,,No
Pine woods in Mongolian desert,,—— in South China,No
P’ing-chang,,"Fanchán, or second class Minister",Person
P’ing-yang fu,Pianfu,,No
Pinna–Cael,Punnei-Káyal,,No
Pipino,,Friar Francesco,No
Pirabandi or Bir Pandi,Vira Pandi,,No
Pirada,,,No
Pirates of Malabar,,,No
Pirates of Malabar,,Guzerat,No
Pirates of Malabar,,Tana,No
Pirates of Malabar,,Somnath,No
Pirates of Malabar,,Socotra,No
Piratical customs at Eli,,,No
Pistachioes,,,No
Plane,,Oriental or Chinár,No
Plano Carpini,,,No
Pog,,or Fiag River,Location
Poison,,antidote to,No
Poisoning guests,,custom of,No
Poisonous pasturage,,,No
Poison wind,,,No
Poland,,Mongol invasion of,Location
Pole,,or Jackdaw on Polo’s scutcheon,No
Pole-star,,invisible in Java the Less,No
Pole-star,,visible again in India,No
Police,,,No
Police,,of Cambaluc,No
Police,,Kinsay,No
Politeness of Chinese,,,No
Polo,,"Andrea, grandfather of Marco",Person
Polo,,"—— Antonio, illegitimate son of Elder Marco",Person
Polo,,"—— Bellela, second daughter",Person
Polo,,died before 1333,Person
Polo,,"—— Donata, wife of Traveller",Person
Polo,,sale of property to her husband,Person
Polo,,death between 1333–1336,Person
Polo,,before Council,Person
Polo,,may have been Loredano,Person
Polo,,"—— or Bragadino, Fantina, eldest daughter of Traveller",Person
Polo,,"—— Felice, a cousin",Person
Polo,,"—— Fiordelisa, wife of last",Person
Polo,,"Fiordelisa, daughter of Maffeo the Younger",Person
Polo,,"—— Maffeo, brother of Nicolo",Person
Polo,,in Kan-chau,Person
Polo,,time of death between 1309 and 1318,Person
Polo,,"—— Maffeo, brother of Traveller",Person
Polo,,probabilities as to birth,Person
Polo,,will of,Person
Polo,,abstract from,Person
Polo,,"—— Marco, the elder son of Andrea, Uncle of the Traveller",Person
Polo,,his will,Person
Polo,,"—— Marco, the Traveller",Person
Polo,,veracity,Person
Polo,,perplexities in his biography,Person
Polo,,"Ramusio’s notices, extracts from",Person
Polo,,"recognition of his names of places, paralleled with Columbus",Person
Polo,,nicknamed /Millioni/,Person
Polo,,story of his capture at Curzola,Person
Polo,,writes his book in prison at Genoa,Person
Polo,,release and marriage,Person
Polo,,arms,Person
Polo,,claim to nobility,Person
Polo,,supposed autograph,Person
Polo,,"his birth, circumstances of",Person
Polo,,is taken to East,Person
Polo,,"employed by Kúblái, mentioned in Chinese Records",Person
Polo,,mission to Yun-nan,Person
Polo,,governor of Yang-chau,Person
Polo,,"employed at Kan-chau, Kara Korum, Champa and Indian Seas",Person
Polo,,returns home,Person
Polo,,mentioned in his Uncle Marco’s will,Person
Polo,,commands a galley at Curzola,Person
Polo,,taken prisoner and carried to Genoa,Person
Polo,,his imprisonment there,Person
Polo,,dictates his book to Rusticiano,Person
Polo,,release and return to Venice,Person
Polo,,evidence as to story of capture,Person
Polo,,dying vindication of his book,Person
Polo,,executor to his brother Maffeo,Person
Polo,,record of exemption from municipal penalty,Person
Polo,,gives copy of book to T. de Cepoy,Person
Polo,,marriage and daughters,Person
Polo,,"lawsuit with Paulo Girardo, proceeding regarding house property",Person
Polo,,illness and last will,Person
Polo,,probable date of death,Person
Polo,,place of burial,Person
Polo,,professed portraits of,Person
Polo,,alleged wealth,Person
Polo,,estimate of him and of his book,Person
Polo,,true claims to glory,Person
Polo,,faint indications of personality,Person
Polo,,rare indications of humour,Person
Polo,,absence of scientific notions,Person
Polo,,geographical data in book,Person
Polo,,"his acquisition of languages, ignorance of Chinese, deficiencies in",Person
Polo,,Chinese notices,Person
Polo,,historical notices,Person
Polo,,allusions to Alexander,Person
Polo,,incredulity about his stories,Person
Polo,,contemporary recognition,Person
