Entity Name	Type
Tibetan language and character	
Tibetan language and character	origin of the Yue-chi
Tibetans	
Tibetans	superstitions of
Tibetans	"and Kashmiris (Tebet and Keshimur), sorceries of"
Tibetans	accused of cannibalism
Tides in Hang-chau estuary	
Tierce	"half tierce, etc., hours of"
Tiflis	
Tigado	Castle of
Tigers (called lions by Polo	
Tigers (called lions by Polo	trained to the chase
Tigers (called lions by Polo	in Cuncun
Tigers (called lions by Polo	in Caindu
Tigers (called lions by Polo	Kwei-chau
Tigers (called lions by Polo	(See also Lions.)
Tigris River (Volga	
Tigris River (Volga	at Baghdad
Tigúdar (Acomat Soldan)	
Tiju	
Tiles	enamelled
Tilinga	"Telingana, Tiling, Telenc"
Tiling	
Timur of Toumen	chief of the Nikoudrians
Timur the Great	
Timurids	the
Ting	10 taels of silver = tael of gold
Tinju	
Tinnevelly	
Tithe on clothing material	
Tithing men	Chinese (Pao-kia)
Titus	Emperor
Tjajya	see Choiach
Toba race	
Toctai	"king, see Toktai"
Tod	Colonel James
Toddy	see Wine of Palm
Togan	
Toghontemur	last Mongol Emperor
Toghontemur	his wail
Toghrul I	
Toghrul I	DASH Shah of Kermán
Togrul Wang Khan	see Prester John
Toka Tumir	
Tokát	
Toktai Khan (Toctai	Lord of the Ponent)
Toktai Khan (Toctai	wars with Noghai
Toktai Khan (Toctai	his symbolic message
Tolan-nur (Dolonnúr)	
Toleto	"John de, Cardinal Bishop of Portus"
Tolobuga	
Toman (Tuman	"etc.), Mongol word for 10,000"
Tongking	Tungking
Tooth-relique of Buddha	
Tooth-relique of Buddha	history of
Torchi	"Dorjé, Kúblái’s first-born"
Tornesel	
Toro River	
Torshok	
Torture by constriction in raw hide	
Torture by constriction in raw hide	"Toscaul, toskáúl (toscaol), watchman"
Tournefort	on cold at Erzrum
Tower and Bell Alarm at Peking	
Tower and Bell Alarm at Peking	at Kinsay
Toyan (Tathung?)	
Trade at Layas	
Trade at Layas	by Baghdad
Trade at Layas	at Tauris
Trade at Layas	at Cambaluc
Trade at Layas	in Shan-si
Trade at Layas	on the Great Kiang
Trade at Layas	at Chinangli
Trade at Layas	at Sinju Matu
Trade at Layas	Kinsay
Trade at Layas	Fu-chau
Trade at Layas	Zayton
Trade at Layas	Java
Trade at Layas	Malaiur
Trade at Layas	Cail
Trade at Layas	Coilum
Trade at Layas	Melibar
Trade at Layas	Tana
Trade at Layas	Cambaet
Trade at Layas	Kesmacoran
Trade at Layas	Socotra
Trade at Layas	DASH of India with Hormuz
Trade at Layas	with Egypt by Aden
Trade at Layas	with Esher
Trade at Layas	with Dofar
Trade at Layas	with Calatu
Trades in Manzi	alleged to be hereditary
Trades in Manzi	Tramontaine
Transmigration	
Traps for fur animals	
Travancore	
Travancore	Rajas of
Treasure of Maabar kings	
Trebizond	
Trebizond	"Emperors of, and their tails"
Trebuchets	
Trees	of the Sun and Moon
Trees	superstitions about
Trees	by the highways
Trees	camphor
Trees	producing wine
Trees	producing flour (sago)
Trees	Tregetoures
Trench	Archbishop
Trevisano	Azzo
Trevisano	"DASH Marc’ Antonio, Doge"
Trincomalee	
Tringano	
Trinkat	
Trinkat	"‘Trusty lieges,’ devoted comrades of king of Maabar"
T’sang-chau	
T’sang-chau	T’siang-kiun (‘General’)
T’sien T’ang River	
T’sien T’ang River	bore in
T’si-nan-fu (Chinangli)	
T’sing-chau	
T’sing-ling range	
T’si-ning-chau	
Tsin-tsun	
Tsiuan-chau	"T’swanchau, see Zayton"
Tsongkhapa	Tibetan Reformer
Ts’uan-chou	see Zayton
Tsukuzi in Japan	
Tsung-ngan-hien	
Tsushima	Island
Tuan	"Prince, chief of the Boxers"
Tuan	"Tuc, tuk, tugh, commanders of 100,000, horse-tail or yak-tail"
Tuan	standard
Tudai	Ahmad Khan’s wife
Tudai–Mangku (Totamangu or Totamangul)	
Tu-fan	ancient name of Tibet
Tughan	"Tukan, Kúblái’s son"
Tughlak Shah	of Delhi (a Karaunah)
Tuktuyai Khan	
Tu-ku-hun	
Tuli	"or Tulin, fourth son of Chinghiz"
Tuman	see Toman
Tumba	Angelo di
Tumba	Marco di
Tún	city of E. Persia
Tung-‘an in Fokien	
Tung-‘an in Fokien	"Tungani, or Converts, Mahomedans in N. China and Chinese Turkestan"
Tung-chau (Tinju)	
Tung-hwang-hien	ancient Shachau
Tung-kwan	fortress of the Kin sovereigns
Tung-kwan	Tung-lo (Kumiz)
Tunguses	
Tunny fish	
Tun-o-kain (Tunocain	kingdom of Persia
Turbit (radex Turpethi)	
Turcomania (Anatolian Turkey)	
Turgaut	day-watch
Turkey	Great (Turkestan)
Turkistan chiefs send mission to kings of India	
Turkmans and Turks	distinction between
Turkmans and Turks	horses
Turks	ancient mention of
Turks	friend of Polo’s
Turks	and Mongols
Turmeric	
Turner	"Lieutenant Samuel, describes Yak of Tartary"
Turquans	Turkish horses
Turquoises in Kermán	
Turquoises in Kermán	in Caindu
Turtle doves	
Turumpak	Hormuz
Tutia (Tutty	preparation of
Tuticorin	
Tu T’song	Sung Emperor of China
Tver	
Twelve	a favourite round number
Twelve	DASH Barons over Khan’s Administration
Twigs or arrows	divination by
Tyuman	
Tyunju	porcelain manufacture
Tylor	"Dr. E.B., on Couvade"
Tzarev	
Tzaritzyn	
Tzaritzyn	
Ucaca (Ukak	"Ukek, Uwek)"
Ucaca (Ukak	"Ukák of Ibn Batuta, a different place"
Uch-baligh	
Uch–Multán	
Udoe country	
Udong	
Udyána	
Ughuz	legend of
Uighúr character	parent of present Mongol writing
Uighúrs	the
Uiraca	
Uirad	see Oirad
Ujjain	legend of
Ujjain	(Ozene)
Ukak. (See Ucaca.)	
Ulatai (Oulatay)	Tartar envoy from Persia
Ulakhai	
Ulan Muren (Red River)	
Ulugh Bagh	on Badakhshan border
Ulugh Bagh	DASH Mohammed
Ulús	the
U-man and Pe-man (Black and White Barbarians)	
Umbrellas	
Unc Can (Aung Khan)	see Prester John
Ung (Ungkút	Tartar tribe.
Ungrat (Kungurat)	Tartar tribe
Unicorn (Rhinoceros)	in Burma
Unicorn (Rhinoceros)	Sumatra
Unicorn (Rhinoceros)	legend of Virgin and
Unicorn (Rhinoceros)	horns of
Unken	City
Unlucky hours	
U-nya-Mwezi superstition	
Urduja	Princess
Uriangkadai	
Uriangkút (Tunguses)	
Urianhai	the
Urumtsi	
Urzú	
Uspenskoye (called also Bolgarskoye)	
Uttungadeva	king of Java
Uwek	see Ucaca
Uzbeg Khan of Sarai	
Uzbegs of Kunduz	
Uzun Tati	"coins, Chinese porcelain from"
Uzun Tati	
Vair	the fur and animal
Vair	DASH as an epithet of eyes
Valaghir district	
Vámbéry	Prof. Hermann
Vanchu (Wangchu)	conspires with Chenchu against Ahmad
Van Lake	
Varaegian	Varangian
Varaha Mihira	astronomer
Vardoj River	
Vardoj River	Varini
Varsach	or Mashhad River
Varsach	Vasmulo
Varsach	Vateria Indica
Veil of the Temple	[Greek: péplos babylónios]
Vellalars	
Venádan	title of king of Kaulam
Venetians	factory at Soldaia
Venetians	expelled from Constantinople
Venice	
Venice	return of Polos to
Venice	its exaltation after Latin conquest of Constantinople
Venice	its nobles
Venice	Polo’s mansion at
Venice	galleys
Venice	archives at
Venice	articles brought from East by Marco to
Ventilators at Hormuz	
Verlinden	Belgian missionary
Verlinden	Verniques
Verlinden	Verzino Colombino. (See also Brazil.)
Vessels	war
Vessels	stitched of Kermán ([Greek: ploiária rhaptá])
Vessels	(See also Ships.)
Vial	"Paul, French missionary"
Vijayanagar	
Vikramajit	legend of
Vikrampúr	
Villard de Honnecourt	Album of
Vincent of Beauvais	
Vincenzo	P
Vineyards	in Taican
Vineyards	Kashgar
Vineyards	Khotan
Vineyards	in N. China
Vinson	"Prof., on Couvade"
Virgin of Cape Comorin	
Visconti	"Tedaldo, or Tebaldo, see Theobald of Piacenza"
Vissering	on Chinese Currency
Vochan (Unchan)	Yungchan)
Vochan (Unchan)	battle there
Vokhan	see Wakhán
Volga	called Tigris
Vos	Belgian Missionary
Vughin	
Vuju in Kiangnan	
Vuju in Kiangnan	DASH in Chekiang
Vuju in Kiangnan	
Wadoe tribe	
Wakf	
Wakhán (Vokhan	dialect
Wakhán (Vokhan	DASH Mountains
Wakhjír Pass	
Wakhijrui Pass	see Wakhjír Pass
Wakhsh	branch of the Oxus
Wakhtang II	king of Georgia
Walashjird	
Wallachs	
Wall of Alexander (or Caucasian)	DASH of Gog and Magog (i.e. China)
Walnut-oil	
Wami River	
Wami River	"Wang, Chinese silk"
Wang	king of Djungar
Wangchu	see Vanchu
Wapila	
Warangol Ku	
Warangs	
Warner	Dr
War vessels	Chinese
Wassáf	the historian
Wassáf	his character of the Karaunahs
Wassáf	notices of Hormuz
Wassáf	eulogy of Kúblái
Wassáf	story of Kúblái
Wassáf	his style
Wassáf	account of taking of Siang-yang
Wassáf	of Kinsay
Wassáf	Maabar
Wassáf	horse trade to India
Wassáf	treatment of them there
Wassáf	extract from his history
Water	bitter
Water	DASH custom of lying in
Water	consecration by Lamas
Water	DASH Clock
Wathek	Khalif
Wa-tzu	Lolo slaves
Weather-conjuring	
Wei dynasty	
Weights and measures	
Wei-ning	
Wei River in Shen-si	
Wei River in Shen-si	DASH in Shan-tung
Wen River	
Wen-chow	
Westermarck	Human Marriage
Whale oil	including spermaceti
Whales	
Whales	in Socotra
Whales	Madagascar
Whales	species of Indian Ocean
Whales	sperm (Capdoille)
Wheaten bread not eaten	
Wheaten bread not eaten	at Yachi
White bears	
White bears	"DASH bone, Chinese for Lolos"
White bears	DASH camels
White bears	"DASH City, meaning of term among Tartars"
White bears	"DASH City, of Manzi frontier"
White bears	DASH Devils
White bears	DASH Feast at Kúblái’s City
White bears	DASH Horde
White bears	DASH horses and mares
White bears	offered to Khan
Whittington and his cat in Persia	
Wild asses and oxen	see Asses and Oxen
William of Tripoli	Friar
William of Tripoli	his writings
Williams	"Dr. S.W., on the Chinese year"
Williams	on elephants at Peking
Williamson	Rev. A
Wilson	General Sir C
Wind	poison (Simúm)
Wind	monsoons
Wine	"of the vine, Persians lax in abstaining from"
Wine	DASH boiled
Wine	DASH of ancient Kapisa
Wine	Khotan
Wine	at Taianfu
Wine	imported at Kinsay
Wine	DASH rice (Samshu or darásún)
Wine	and of wheat
Wine	at Yachi
Wine	"spices, etc., in Caindu"
Wine	Kien-ch’ang
Wine	Cangigu
Wine	Coloman
Wine	Kinsay
Wine	DASH Palm (toddy)
Wine	DASH from sugar
Wine	DASH date
Wine	"DASH (unspecified), at Khan’s table"
Wine	not used in Ma’bar
Wine	nor by Brahmans
Wine	“Winter” used for “rainy season”
Wo-fo-sze	“Monastery of the lying Buddha”
Wolves in Pamir	
Women	Island of
Women	of Kerman
Women	their embroidery
Women	mourners
Women	"of Khorasan, their beauty"
Women	of Badakhshan
Women	Kashmir
Women	Khotan
Women	"Kamul, fair and wanton"
Women	Tartar good and loyal
Women	"Erguiul, pretty creatures"
Women	of the town
Women	"of Tibet, evil customs"
Women	Caindu
Women	"Carajan; Zardandan, couvade"
Women	Anin
Women	"Kinsay, charming"
Women	respectful treatment of
Women	"Kelinfu, beautiful"
Women	"Zanghibar, frightful"
Wonders performed by the Bacsi	
Wood	"Lieutenant John, Indian Navy"
Wood	his elucidations of Polo in Oxus regions
Wood-oil	
Wool	Salamander’s
Worship of Mahomet (supposed)	DASH of fire
Worship of Mahomet (supposed)	Tartar
Worship of Mahomet (supposed)	Chinese
Worship of Mahomet (supposed)	DASH of first object seen in the day
Worshipping the tablets	
Wu-chau (Vuju)	
Wukiang-hien (Vughin)	
Wüsus	"or Wesses, people of Russia"
Wu-ti	Emperor
Wylie	Alexander
Wylie	
Wylie	Xanadu
Xavier	at Socotra
Xerxes	
Xerxes	
Ya-chau	
Yachi (Yun-nan-fu)	city
Yachi (Yun-nan-fu)	"Yadah, Jadagari, Jadah-tásh, science and stone of weather-conjurer"
Yaik River	
Yájú	"and Májúj, see Gog and Magog"
Yak (dong)	
Yak (dong)	their tails carried to Venice
Yak (dong)	used in India for military decorations
Ya’kúb Beg of Kasghar	
Yakuts	
Yalung River	
Yam	or Yamb (a post-stage or post-house)
Yamgán	
Yang-chau (Yanju)	city
Yang-chau (Yanju)	Marco’s government there
Yarbeg of Badakhshan	
Yarkand (Yarcan)	
Yarkand (Yarcan)	Yarligh and P’aizah
Yasdi (Yezd)	
Yasdi (Yezd)	DASH silk tissue
Yasdi (Yezd)	"Yashm, jade"
Yasodhara	bride of Sakya Sinha
Yavanas	
Yazdashir	
Ydifu	
Year	Chinese
Year	Mongol and Chinese cycle
Yelimala	see Monté d’Ely
Yeliu Chutsai	statesman and astronomer
Yellow	or orthodox Lamas
Yemen (See also Aden.)	
Yeng-chau (in Shan-tung)	
Yeng-chau (in Shan-tung	DASH (in Che-kiang)
Yen-king (Old Peking)	
Yen–Ping	
Yenshan	
Yesubuka	
Yesudar	
Yesugai	father of Chinghiz
Yetsina (Etzina)	
Yezd (Yasdi)	
Yezd (Yasdi)	silk fabrics of
Yiu-ki River	
Yoritomo	descendants of
Yonting Ho River	
Yotkàn	village
Youth	Island of
Yrac	province
Ysemain of Hiulie	western engineer
Yu	see Jade
Yuan Ho	
Yu-chow	gold and silver mines
Yue-chi	
Yuen	"Mongol Imperial dynasty, so styled"
Yuen-hao	kingdom of Tangut
Yuen ming-yuen	palace
Yuen shi	History of Mongol Dynasty in China
Yugria	"or Yughra, in the Far North"
Yuh-shan	
Yule	Sir Henry
Yule	on Ravenala
Yule	on Maundeville
Yun–Hien	a Buddhist Abbot
Yung-chang fu (Shen-si)	
Yung-chang fu (Shen-si)	"DASH (Yun-nan, Vochan)"
Yung Lo	Emperor
Yun-nan (Carajan)	province
Yun-nan (Carajan)	conquerors of
Yun-nan (Carajan)	Mahomedans
Yun-nan-fu city	see Yachi
Yurungkásh (white Jade) River	
Yusuf Kekfi	
Yuthia	"Ayuthia (Ayodhya), mediaeval capital of Siam"
Yvo of Narbonne	
Yvo of Narbonne	
Zabedj	
Zaila	
Zaila	"Zaitúníah, probable origin of satin"
Zampa	see Champa
Zanghibar (Zangibar)	"Zanjibar, Zanzibar)"
Zanghibar (Zangibar)	currents off
Zanghibar (Zangibar)	Ivory trade
Zanghibar (Zangibar)	"its blacks, women"
Zanton (Shantung?)	
Zanzale	"James, or Jacob Baradaeus, Bishop of Edessa"
Zapharan	monastery near Baghdad
Zardandan	"or “Gold Teeth,” a people of W. Yun-nan"
Zardandan	identity doubtful
Zardandan	characteristic customs
Zarneke	Fr
Zayton	"Zaitún, Zeiton, Cayton"
Zayton	"(T’swan-chau, Chwan-chau, or Chinchew of modern charts)"
Zayton	the great mediaeval port of China
Zayton	Khan’s revenue from
Zayton	porcelain
Zayton	language
Zayton	etymology
Zayton	mediaeval notices
Zayton	identity
Zayton	"Chinchew, a name misapplied"
Zayton	Christian churches at
Zayton	ships of
Zayton	"Andrew, Bishop of"
Zebák Valley	
Zebu	humped oxen
Zedoary	
Zenghi	
Zerms (Jerms)	
Zerumbet	
Zettani	
Zhafar	see Dhafar
Zic (Circassia)	
Zikas	
Zimmé	see Kiang-mai
Zinc	
Zinj	Zinjis
Zobeidah	the lady
Zorza	see Chorcha
Zu-‘lkarnain (Zulcarniain)	"“the Two Horned,” an epithet of Alexander"
Zurficar (Zúrpica Zulficar)	a Turkish friend of Marco Polo’s
