chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Verb subject	Verb object	Verb object2	Tagged sentence
1	PART 1	35	Of the Province of Tangut and City of Sacchion	490	At the place of burning, too, they cut in paper, men, horses, camels, and coins of the size of bezarits, convinced that the deceased will possess all these things in the future state.								At the place of burning, too, they cut in paper, men, horses, camels, and coins of the size of bezarits, convinced that the deceased will possess all these things in the future state.
1	PART 1	35	Of the Province of Tangut and City of Sacchion	491	On this occasion, all the instruments in the land are sounded before the corpse.								On this occasion, all the instruments in the land are sounded before the corpse.
1	PART 1	35	Of the Province of Tangut and City of Sacchion	492	I must tell you, too, that after death the relations send for the astrologer, who is informed of the day, month, and year of his nativity, and then divines, by his diabolical art, the day on which the burning ought to take place.								I must tell you, too, that after death the relations send for the astrologer, who is informed of the day, month, and year of his nativity, and then divines, by his diabolical art, the day on which the burning ought to take place.
1	PART 1	35	Of the Province of Tangut and City of Sacchion	493	If it should be a week, a month, or six months, they keep it all that time, and never burn it till the appointed day.								If it should be a week, a month, or six months, they keep it all that time, and never burn it till the appointed day.
1	PART 1	35	Of the Province of Tangut and City of Sacchion	494	During this interval, they deposit it in a large box covered with cloth, and so preserved with crocus and other spices that no stench arises.								During this interval, they deposit it in a large box covered with cloth, and so preserved with crocus and other spices that no stench arises.
1	PART 1	35	Of the Province of Tangut and City of Sacchion	495	Throughout this period, they place daily before the box meat and drink, and leave it there for some time, till they think he has eaten it.				leave	they	it		"Throughout this period, they place daily before the box meat and drink, and <motion-vb fn-frame=""Abandonment"">leave</motion-vb> <loc fe=""destination"">it</loc> there for some time, till they think he has eaten it."
1	PART 1	35	Of the Province of Tangut and City of Sacchion	496	These sorcerers, too, often tell the relations that the dead body must not be carried out by the main door, but by a private one, or even through a breach made in the wall.								These sorcerers, too, often tell the relations that the dead body must not be carried out by the main door, but by a private one, or even through a breach made in the wall.
1	PART 1	35	Of the Province of Tangut and City of Sacchion	497	All the idolaters in the world proceed in this manner.				proceed	idolaters			"All the idolaters in the world <motion-vb fn-frame=""Process_continue"">proceed</motion-vb> in this manner."
1	PART 1	35	Of the Province of Tangut and City of Sacchion	498	Now I must go to another city which lies to the south, near the extremity of this desert.				go	I			"Now I must <motion-vb fn-frame=""Motion"">go</motion-vb> to <loc fe=goal>another city</loc> which lies to the south, near the extremity of this desert."
1	PART 1	36	Of the City of Kamul	499	Kamul is a province, formerly a kingdom, containing cities and castles, with a capital of the same name.	Kamul		Kamul					Kamul is a province, formerly a kingdom, containing cities and castles, with a capital of the same name.
1	PART 1	36	Of the City of Kamul	500	It stands between two deserts, the great one already described, and a smaller one, extending three days' journey.								It stands between two deserts, the great one already described, and a smaller one, extending three days' journey.
1	PART 1	36	Of the City of Kamul	501	The people are all idolaters, and have a peculiar language ; 								The people are all idolaters, and have a peculiar language ; 
1	PART 1	36	Of the City of Kamul	502	they live by the fruits of the earth, having enough to eat, and also to sell to the passenger.								they live by the fruits of the earth, having enough to eat, and also to sell to the passenger.
1	PART 1	36	Of the City of Kamul	503	They are men of great gaiety, thinking of nothing but to sound musical instruments, to sing, dance, and delight their hearts. 								They are men of great gaiety, thinking of nothing but to sound musical instruments, to sing, dance, and delight their hearts. 
1	PART 1	36	Of the City of Kamul	504	When a stranger comes to lodge in a house, the master is highly pleased, and leaves him with his wife, desiring her to treat him in every respect as a husband, while he himself goes and spends two or three days elsewhere.								When a stranger comes to lodge in a house, the master is highly pleased, and leaves him with his wife, desiring her to treat him in every respect as a husband, while he himself goes and spends two or three days elsewhere.
1	PART 1	36	Of the City of Kamul	505	All the men of the province proceed in this manner, and do not account it any disgrace.								All the men of the province proceed in this manner, and do not account it any disgrace.
1	PART 1	36	Of the City of Kamul	506	The women are handsome, gay, and fond of diversion.								The women are handsome, gay, and fond of diversion.
1	PART 1	36	Of the City of Kamul	507	Now, when Mangou Khan reigned as sire of the Tartars, it was reported to him how the people of Kamul gave over their wives to strangers, when he sent orders that, under a severe penalty, travellers should not be henceforth entertained in this manner.		Mangou Khan	Kamul					Now, when Mangou Khan reigned as sire of the Tartars, it was reported to him how the people of Kamul gave over their wives to strangers, when he sent orders that, under a severe penalty, travellers should not be henceforth entertained in this manner.
1	PART 1	36	Of the City of Kamul	508	When they received this injunction, they were greatly grieved, held a council, and did what I will now tell you.								When they received this injunction, they were greatly grieved, held a council, and did what I will now tell you.
1	PART 1	36	Of the City of Kamul	509	They made up a large present, and sent it to Mangou, praying that he would allow them to treat their wives according to the custom handed down to them by their ancestors, who, for this kindness to strangers, had gained the favour of their idols, and their corn and other crops had greatly multiplied.		Mangou						They made up a large present, and sent it to Mangou, praying that he would allow them to treat their wives according to the custom handed down to them by their ancestors, who, for this kindness to strangers, had gained the favour of their idols, and their corn and other crops had greatly multiplied.
