Unnamed: 0	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	VerbNet Narrate
735	3	PART 1	44	Turkestan-Wars of Kaidu	736	The arrows being discharged, they rushed on with sword and spear, giving and receiving most dreadful blows.				being,discharged,rushed,giving,receiving	being,discharged,rushed,giving,receiving		
736	3	PART 1	44	Turkestan-Wars of Kaidu	737	You might see arms and hands cut off, and numbers of men rolling senseless on the earth.				see,cut,rolling	see,cut,rolling		
737	3	PART 1	44	Turkestan-Wars of Kaidu	738	Kaidu displayed signal prowess, and his soldiers would have often been driven off the field, had he not encouraged and rallied them.		Kaidu		displayed,have,been,driven,had,encouraged,rallied	displayed,have,been,driven,had,encouraged,rallied	driven,rallied	
738	3	PART 1	44	Turkestan-Wars of Kaidu	739	On the other side, the two princes also firmly stood their ground, and it really was one of the most cruel battles ever fought between Tartar tribes.				stood,was,fought	stood,was,fought		
739	3	PART 1	44	Turkestan-Wars of Kaidu	740	Yet though each strove with all his might to discomfit the other, neither could succeed, and the conflict lasted till evening.				discomfit,succeed,lasted	discomfit,succeed,lasted		
740	3	PART 1	44	Turkestan-Wars of Kaidu	741	On this fatal day, multitudes of men fell, many wives were made widows, children made orphans, and households filled with tears and lamentations.				fell,were,made,made,filled	fell,were,made,made,filled		
741	3	PART 1	44	Turkestan-Wars of Kaidu	742	But when the sun set, the struggle could endure no longer, and both parties returned to their camp overpowered with fatigue, happy to rest during the night.				endure,returned,overpowered,rest	endure,returned,overpowered,rest	returned	
742	3	PART 1	44	Turkestan-Wars of Kaidu	743	When morning dawned, King Kaidu, having received intelligence that the great khan was marching against him with a mighty host, deemed it unsafe to remain longer.		Kaidu,Khan		dawned,having,received,was,marching,deemed,remain	dawned,having,received,was,marching,deemed,remain		
743	3	PART 1	44	Turkestan-Wars of Kaidu	744	Wherefore he and all his men mounted and rode off to their own country ; 				mounted,rode	mounted,rode	rode	
744	3	PART 1	44	Turkestan-Wars of Kaidu	745	the two princes were so exhausted, that they did not attempt to follow, so that he with his people reached Samarcand, the capital of his kingdom.			Samarcand	were,exhausted,did,attempt,follow,reached	were,exhausted,did,attempt,follow,reached		
745	3	PART 1	44	Turkestan-Wars of Kaidu	746	The great khan felt much wrath at Kaidu for committing such ravages, and bethought himself, that had he not been his nephew, he would have seized his land and put him to a cruel death; but regard to his own flesh restrained him.		Khan,Kaidu		felt,committing,had,been,have,seized,put,restrained	felt,committing,had,been,have,seized,put,restrained		
746	3	PART 1	44	Turkestan-Wars of Kaidu	747	Thus he escaped out of the hand of the mighty monarch.				escaped	escaped	escaped	
747	3	PART 1	44	Turkestan-Wars of Kaidu	748	But I have wonderful stories to tell you about a daughter of this prince.				tell	tell		tell
748	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	749	"This young lady was in Tartar named Aigiarm, which means in our language ""brilliant moonù."""	Great Turkey	Aigiarm		was,named	was,named		
749	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	750	She such strength that none of the youths or nobles in the whole kingdom could vanquish her, but were all beaten.				vanquish,were,beaten	vanquish,were,beaten		
750	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	751	Her father wished to marry her to a baron; 				wished,marry	wished,marry		
751	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	752	but she refused ever to unite herself to any one who could not vanquish her in fair combat; 				refused,unite,vanquish	refused,unite,vanquish		
752	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	753	and the king granted her this privilege.				granted	granted		
753	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	754	She rejoiced greatly, and published through various parts of the world, that if any gentle youth would come, try her in pitched battle, and gain the victory, she would accept him for her lord.				rejoiced,published,come,try,gain,accept	rejoiced,published,come,try,gain,accept	come	
754	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	755	This news was spread wide through the surrounding countries, and I assure you many gentlemen came and made the trial, which was arranged in the following manner.				was,spread,came,made,was,arranged,following	was,spread,came,made,was,arranged,following	came	
755	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	756	The king, with many young nobles and ladies, assembled in the great hall of the palace, when the princess entered in a robe of cotton richly adorned, attended by youths similarly attired.				assembled,entered,adorned,attended,attired	assembled,entered,adorned,attended,attired	entered	
756	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	757	The agreement was, that if the candidate prevailed and threw her to the ground, he should have her for his wife; 				was,prevailed,threw,have	was,prevailed,threw,have		
757	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	758	but if victory declared on her side, he was to give her a hundred horses.				declared,was,give	declared,was,give		declared
758	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	759	Thus she had gained above ten thousand steeds, because she could find no youth or damosel that could overcome her ; 				had,gained,find,overcome	had,gained,find,overcome		
759	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	760	nor was this wonderful, for she was large, tall, and wellformed in her limbs, indeed almost a giantess.				was,was	was,was		
760	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	761	Now, about the year 1280, there came the son of a rich king, an extremely handsome young man, with a brilliant retinue and a thousand very fine horses.				came	came	came	
761	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	762	He addressed himself to Kaidu, who was very desirous of marrying him to his daughter.		Kaidu		addressed,was,marrying	addressed,was,marrying		
762	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	763	He therefore caused her to be privately dealt with, to allow herself to be conquered; 				caused,be,dealt,allow,be,conquered	caused,be,dealt,allow,be,conquered		
763	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	764	but she declared she would not do so for any thing in the world.				declared,do	declared,do		declared
764	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	765	One day then, the king and queen, with many nobles and ladies, assembled in the great hall;				assembled	assembled		
765	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	766	the princess and prince then entered, and their handsome appearance struck all with wonder; 				entered,struck	entered,struck	entered	
766	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	767	he was really so strong and powerful, that no one else could contend with him.				was,contend	was,contend		
767	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	768	When they were in the middle of the hall before this great assembly, the agreement was formally made, that the suitor, if vanquished, should lose his thousand horses.				were,was,made,vanquished,lose	were,was,made,vanquished,lose		
768	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	769	But all the company, as well as the king and queen, expressed their wishes that he should be successful.				expressed,be	expressed,be		
769	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	770	The two then rushed together, and wrestled violently, dragging each other in different directions: but at last the lady prevailed, and threw him on the ground, to the great grief of all the spectators; 				rushed,wrestled,dragging,prevailed,threw	rushed,wrestled,dragging,prevailed,threw		
770	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	771	he thus forfeited the thousand horses.				forfeited	forfeited		
771	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	772	But I have to inform you, that Kaidu led this daughter to many battles, and in no encounter could any warrior withstand her.		Kaidu		inform,led,withstand	inform,led,withstand		
772	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	773	On many orrasions, she rushed among the enemy, seized one of the chiefs, and dragged him over to her own army.				rushed,seized,dragged	rushed,seized,dragged		
773	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	774	I will now, however, proceed to a great battle fought between her father and Argon, the son of Abaga, lord of the East.		Argon,Abaga		proceed,fought	proceed,fought		
774	3	PART 1	46	Great Battle between Barak and Argon	775	Abaga ruled many provinces bordering on those of Kaidu, and it was where grows the tree called in the book of Alexander the Arbor Secco.	Great Turkey	Abaga,Kaidu,Alexander		ruled,bordering,was,called	ruled,bordering,was,called		
775	3	PART 1	46	Great Battle between Barak and Argon	776	As that prince committed great ravages on his territory, he sent his son Argon, with a very large host of cavalry, into the country of the Arbor Secco, to the river of Gihon, where he took a station fitted to guard the country against the invader.		Argon	Gihon	committed,sent,took,fitted,guard	committed,sent,took,fitted,guard		
776	3	PART 1	46	Great Battle between Barak and Argon	777	Kaidu, however, assembled a great body of horsemen, and gave the command to a brother named Barak, very brave and skilful, desiring him to oppose the enemy.		Kaidu,Barak		assembled,gave,named,brave,desiring,oppose	assembled,gave,named,brave,desiring,oppose		
777	3	PART 1	46	Great Battle between Barak and Argon	778	Barak, with his troops, rode on till they came to the river, and were ten miles distant from Argon.		Barak,Argon		rode,came,were	rode,came,were	rode,came	
778	3	PART 1	46	Great Battle between Barak and Argon	779	The latter, informed of the approach of his adversary, made diligent preparation ; 				informed,made	informed,made		
779	3	PART 1	46	Great Battle between Barak and Argon	780	the two remained three days in their respective camps.				remained	remained		
780	3	PART 1	46	Great Battle between Barak and Argon	781	When they were fully prepared, and the naccar began to sound, they no longer delayed, but rushed furiously against each other.				were,prepared,began,sound,delayed,rushed	were,prepared,began,sound,delayed,rushed		
