chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	Travel Verb Phrases	Travel Noun Phrases
3	PART 1	46	Great Battle between Barak and Argon	782	The arrows might be seen flying on all sides, and the air was so full of them, that it seemed to rain; 				be,seen,flying,was,seemed	be,seen,flying,was,seemed	be seen flying on all sides,seen flying on all sides,flying on all sides,was so full of them , that it seemed to rain,seemed to rain	all sides,so full of them , that it seemed to rain,rain
3	PART 1	46	Great Battle between Barak and Argon	783	and when both parties had discharged them, and many men as well as horses had been slain, they seized their swords and spears, and began a most fierce and cruel combat.				had,discharged,had,been,slain,seized,began	had,discharged,had,been,slain,seized,began	had discharged them,had been slain,discharged them,had discharged them,had been slain,been slain,slain,seized their swords and spears , and began a most fierce and cruel combat,began a most fierce and cruel combat	them,their swords and spears,a most fierce and cruel combat
3	PART 1	46	Great Battle between Barak and Argon	784	Arms and legs were cut off, chargers killed, and many dreadful wounds inflicted ; 				were,cut,killed,inflicted	were,cut,killed,inflicted	were cut off,cut off,killed,inflicted	
3	PART 1	46	Great Battle between Barak and Argon	785	the noise and cries were such as would have drowned the loudest thunder.				were,have,drowned	were,have,drowned	were such as would have drowned the loudest thunder,have drowned the loudest thunder,drowned the loudest thunder	such as would have drowned the loudest thunder,the loudest thunder
3	PART 1	46	Great Battle between Barak and Argon	786	I assure you, in a few hours the ground was covered with dead and dying.				was,covered,dying	was,covered,dying	was covered with dead and dying,covered with dead	
3	PART 1	46	Great Battle between Barak and Argon	787	Finally, Barak and his men could not endure the force of their adversary, and retreated across the river ; 		Barak		endure,retreated	endure,retreated	endure the force of their adversary,retreated across the river	the force of their adversary
3	PART 1	46	Great Battle between Barak and Argon	788	while the victor pursued and killed a great number.				pursued,killed	pursued,killed	pursued and killed a great number,killed a great number	a great number
3	PART 1	46	Great Battle between Barak and Argon	789	Thus Argon gained the day ; 		Argon		gained	gained	gained the day	the day
3	PART 1	46	Great Battle between Barak and Argon	790	and having begun to speak of him, I will relate his other adventures, and how he became sovereign lord after the death of Abaga, his father.		Abaga		having,begun,speak,relate,became	having,begun,speak,relate,became	having begun to speak of him,begun to speak of him,speak of him,relate his other adventures,became sovereign lord after the death of Abaga , his father	him,his other adventures,sovereign lord after the death of Abaga , his father
3	PART 1	47	Argon and Acomat contend for the Persian Empire	791	Not long after Argon had gained this battle, he received news of the death of Abaga.	Great Turkey	Argon,Abaga		had,gained,received	had,gained,received	had gained this battle,gained this battle,received news of the death of Abaga	this battle,news of the death of Abaga
3	PART 1	47	Argon and Acomat contend for the Persian Empire	792	He was much grieved, yet prepared with his whole host to return to the court, and take possession of the sovereignty ; 				was,grieved,prepared,return,take	was,grieved,prepared,return,take	was much grieved , yet prepared with his whole host to return to the court , and take possession of the sovereignty,grieved , yet prepared with his whole host to return to the court , and take possession of the sovereignty,return to the court , and take possession of the sovereignty,take possession of the sovereignty	the court,possession of the sovereignty
3	PART 1	47	Argon and Acomat contend for the Persian Empire	793	but he had forty days to march before arriving there.				had,march,arriving	had,march,arriving	had forty days to march before arriving there,march before arriving there,arriving there	forty days to march before arriving
3	PART 1	47	Argon and Acomat contend for the Persian Empire	794	Now a brother of the deceased monarch, named Acomat Soldan, who had become a Saracen, having heard of the event, bethought himself, that since the heir was so distant, he himself might succeed.		 Acomat Soldan		named,had,become,having,heard,was,succeed	named,had,become,having,heard,was,succeed	named Acomat Soldan , who had become a Saracen , having heard of the event , bethought himself , that since the heir was so distant,had become a Saracen , having heard of the event,become a Saracen , having heard of the event,having heard of the event,heard of the event,was so distant,succeed	Acomat Soldan , who had become a Saracen , having heard of the event,a Saracen,the event
3	PART 1	47	Argon and Acomat contend for the Persian Empire	795	Having prepared a large body of men, he marched directly to the capital, and seized the supreme power.				Having,prepared,marched,seized	Having,prepared,marched,seized	Having prepared a large body of men,prepared a large body of men,marched directly to the capital , and seized the supreme power,seized the supreme power	a large body of men,the supreme power
3	PART 1	47	Argon and Acomat contend for the Persian Empire	796	He found such an amount of treasure, that it could scarcely be counted.				found,be,counted	found,be,counted	found such an amount of treasure , that it could scarcely be counted,be counted,counted	such an amount of treasure
3	PART 1	47	Argon and Acomat contend for the Persian Empire	797	He lavished his bounty in a wonderful manner on the chiefs and barons, who declared him a good master, liked him, and wished for no other.				lavished,declared,liked,wished	lavished,declared,liked,wished	lavished his bounty in a wonderful manner on the chiefs and barons , who declared him a good master , liked him , and wished for no other,declared him a good master , liked him , and wished for no other,liked him,wished for no other	his bounty in a wonderful manner on the chiefs and barons , who declared him a good master , liked him , and wished for no other,him,no other
3	PART 1	47	Argon and Acomat contend for the Persian Empire	798	He studied to be popular, and to please all men; 				studied,be,please	studied,be,please	studied to be popular , and to please all men,be popular,please all men	all men
3	PART 1	47	Argon and Acomat contend for the Persian Empire	799	yet the action he had committed was vile, and blamed by many.				had,committed,was,blamed	had,committed,was,blamed	had committed,committed,was vile , and blamed by many,blamed by many	
3	PART 1	47	Argon and Acomat contend for the Persian Empire	800	It was not long till he learned that Argon was marching against him with a very powerful force.		Argon		was,learned,was,marching	was,learned,was,marching	was not long till he learned that Argon was marching against him with a very powerful force,learned that Argon was marching against him with a very powerful force,was not long till he learned that Argon was marching against him with a very powerful force,marching against him with a very powerful force	him
3	PART 1	47	Argon and Acomat contend for the Persian Empire	801	He made no delay, nor showed surprise, but actively summoned his barons and troops ; 				made,showed,summoned	made,showed,summoned	made no delay , nor showed surprise , but actively summoned his barons and troops,showed surprise,summoned his barons and troops	no delay,surprise,his barons and troops
3	PART 1	47	Argon and Acomat contend for the Persian Empire	802	and in a week he had assembled a numerous body of cavalry, who all marched cheerfully against Argon, expressing their earnest desire to kill or take him.		Argon		had,assembled,marched,expressing,kill,take	had,assembled,marched,expressing,kill,take	had assembled a numerous body of cavalry , who all marched cheerfully against Argon , expressing their earnest desire to kill or take him,assembled a numerous body of cavalry , who all marched cheerfully against Argon , expressing their earnest desire to kill or take him,marched cheerfully against Argon , expressing their earnest desire to kill or take him,expressing their earnest desire to kill or take him,kill or take him	a numerous body of cavalry , who all marched cheerfully against Argon , expressing their earnest desire to kill or take him,Argon,their earnest desire
