chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs	VerbNet Travel	WordNet Travel	FrameNet Travel	VerbNet Narrate	WordNet Narrate	FrameNet Narrate	Voted Narrate	Voted Travel	Paper Narrate	Paper Travel
3	PART 1	44	Turkestan-Wars of Kaidu	732	The arrows filled the air like rain; 															
3	PART 1	44	Turkestan-Wars of Kaidu	733	men and horses were mortally wounded ; 							wounded	were		were	were	were			
3	PART 1	44	Turkestan-Wars of Kaidu	734	noise and cries arose so loud that the thunder of Jove could not have been heard.							arose	been		have,been	been	been			
3	PART 1	44	Turkestan-Wars of Kaidu	735	Truly this was an evil hour for many, who on both sides fell dead and dying.							fell	was		was	was	was			fell
3	PART 1	44	Turkestan-Wars of Kaidu	736	The arrows being discharged, they rushed on with sword and spear, giving and receiving most dreadful blows.				rushed		rushed	rushed	being		being,rushed,giving	being	being	rushed		
3	PART 1	44	Turkestan-Wars of Kaidu	737	You might see arms and hands cut off, and numbers of men rolling senseless on the earth.						rolling	see,cut,rolling	rolling		see,cut			rolling		see
3	PART 1	44	Turkestan-Wars of Kaidu	738	Kaidu displayed signal prowess, and his soldiers would have often been driven off the field, had he not encouraged and rallied them.		Kaidu				driven,rallied	driven	been	encouraged	have,been,driven,had,rallied	been	been	driven		
3	PART 1	44	Turkestan-Wars of Kaidu	739	On the other side, the two princes also firmly stood their ground, and it really was one of the most cruel battles ever fought between Tartar tribes.								was		was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	740	Yet though each strove with all his might to discomfit the other, neither could succeed, and the conflict lasted till evening.															
3	PART 1	44	Turkestan-Wars of Kaidu	741	On this fatal day, multitudes of men fell, many wives were made widows, children made orphans, and households filled with tears and lamentations.						made,made	fell	were,made,made		were	were	were	made ,made		fell,made,made
3	PART 1	44	Turkestan-Wars of Kaidu	742	But when the sun set, the struggle could endure no longer, and both parties returned to their camp overpowered with fatigue, happy to rest during the night.				returned		returned	returned	returned,rest		returned			returned		returned
3	PART 1	44	Turkestan-Wars of Kaidu	743	When morning dawned, King Kaidu, having received intelligence that the great khan was marching against him with a mighty host, deemed it unsafe to remain longer.		Kaidu,Khan		marching		marching		was		having,was	was	was			
3	PART 1	44	Turkestan-Wars of Kaidu	744	Wherefore he and all his men mounted and rode off to their own country ; 				mounted,rode		rode	rode	rode					rode		
3	PART 1	44	Turkestan-Wars of Kaidu	745	the two princes were so exhausted, that they did not attempt to follow, so that he with his people reached Samarcand, the capital of his kingdom.			Samarcand	reached		follow,reached	did,follow,reached	were,reached		were,reached	were,reached	reached ,were	follow ,reached		reached
3	PART 1	44	Turkestan-Wars of Kaidu	746	The great khan felt much wrath at Kaidu for committing such ravages, and bethought himself, that had he not been his nephew, he would have seized his land and put him to a cruel death; but regard to his own flesh restrained him.		Khan,Kaidu						been		had,been,have,put	been	been			
3	PART 1	44	Turkestan-Wars of Kaidu	747	Thus he escaped out of the hand of the mighty monarch.				escaped		escaped		escaped					escaped		escaped
3	PART 1	44	Turkestan-Wars of Kaidu	748	But I have wonderful stories to tell you about a daughter of this prince.					tell				tell	tell	tell	tell		tell	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	749	"This young lady was in Tartar named Aigiarm, which means in our language ""brilliant moon?."""	Great Turkey	Aigiarm			named			was		was,named	was	was		named	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	750	She such strength that none of the youths or nobles in the whole kingdom could vanquish her, but were all beaten.								were		were	were	were			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	751	Her father wished to marry her to a baron; 										wished					
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	752	but she refused ever to unite herself to any one who could not vanquish her in fair combat; 															
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	753	and the king granted her this privilege.															
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	754	She rejoiced greatly, and published through various parts of the world, that if any gentle youth would come, try her in pitched battle, and gain the victory, she would accept him for her lord.				come		come	come	come,try		published			come	published	come,gain
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	755	This news was spread wide through the surrounding countries, and I assure you many gentlemen came and made the trial, which was arranged in the following manner.				came		came,made,following	spread,came,following	was,came,made,was		was,spread,was	was,was	was ,was	came ,following ,made		came,made
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	756	The king, with many young nobles and ladies, assembled in the great hall of the palace, when the princess entered in a robe of cotton richly adorned, attended by youths similarly attired.				entered		entered		entered		assembled			entered		entered
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	757	The agreement was, that if the candidate prevailed and threw her to the ground, he should have her for his wife; 								was		was,threw,have	was	was			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	758	but if victory declared on her side, he was to give her a hundred horses.					declared			was	declared	declared,was,give	declared,was	declared ,was		declared	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	759	Thus she had gained above ten thousand steeds, because she could find no youth or damosel that could overcome her ; 								find		had					gained
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	760	nor was this wonderful, for she was large, tall, and wellformed in her limbs, indeed almost a giantess.								was,was		was,was	was,was	was ,was			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	761	Now, about the year 1280, there came the son of a rich king, an extremely handsome young man, with a brilliant retinue and a thousand very fine horses.				came		came	came	came					came		came
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	762	He addressed himself to Kaidu, who was very desirous of marrying him to his daughter.		Kaidu			addressed			was		addressed,was	addressed,was	addressed ,was		addressed	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	763	He therefore caused her to be privately dealt with, to allow herself to be conquered; 								be,be		be,dealt,be	be,allow,be	be ,be			
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	764	but she declared she would not do so for any thing in the world.					declared		do		declared	declared	declared	declared		declared	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	765	One day then, the king and queen, with many nobles and ladies, assembled in the great hall;										assembled					
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	766	the princess and prince then entered, and their handsome appearance struck all with wonder; 				entered		entered		entered		struck			entered		entered
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	767	he was really so strong and powerful, that no one else could contend with him.								was		was,contend	was,contend	contend ,was		contend	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	768	When they were in the middle of the hall before this great assembly, the agreement was formally made, that the suitor, if vanquished, should lose his thousand horses.						made		were,was,made		were,was	were,was	was ,were	made		made
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	769	But all the company, as well as the king and queen, expressed their wishes that he should be successful.								be		expressed,be	be	be		expressed	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	770	The two then rushed together, and wrestled violently, dragging each other in different directions: but at last the lady prevailed, and threw him on the ground, to the great grief of all the spectators; 				rushed		rushed	rushed,dragging			rushed,wrestled,threw			rushed		
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	771	he thus forfeited the thousand horses.															
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	772	But I have to inform you, that Kaidu led this daughter to many battles, and in no encounter could any warrior withstand her.		Kaidu		led	inform	led	led		inform	inform,led		inform	led	inform	
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	773	On many orrasions, she rushed among the enemy, seized one of the chiefs, and dragged him over to her own army.				rushed		rushed	rushed,dragged			rushed			rushed		
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	774	I will now, however, proceed to a great battle fought between her father and Argon, the son of Abaga, lord of the East.		Argon,Abaga		proceed			proceed			proceed					
