chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Travel verbs	Narrate verbs
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	757	The agreement was, that if the candidate prevailed and threw her to the ground, he should have her for his wife; 				was,prevailed,threw,have	was,prevailed,threw,have
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	758	but if victory declared on her side, he was to give her a hundred horses.				declared,was,give	declared,was,give
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	759	Thus she had gained above ten thousand steeds, because she could find no youth or damosel that could overcome her ; 				had,gained,find,overcome	had,gained,find,overcome
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	760	nor was this wonderful, for she was large, tall, and wellformed in her limbs, indeed almost a giantess.				was,was	was,was
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	761	Now, about the year 1280, there came the son of a rich king, an extremely handsome young man, with a brilliant retinue and a thousand very fine horses.				came	came
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	762	He addressed himself to Kaidu, who was very desirous of marrying him to his daughter.		Kaidu		addressed,was,marrying	addressed,was,marrying
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	763	He therefore caused her to be privately dealt with, to allow herself to be conquered; 				caused,be,dealt,allow,be,conquered	caused,be,dealt,allow,be,conquered
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	764	but she declared she would not do so for any thing in the world.				declared,do	declared,do
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	765	One day then, the king and queen, with many nobles and ladies, assembled in the great hall;				assembled	assembled
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	766	the princess and prince then entered, and their handsome appearance struck all with wonder; 				entered,struck	entered,struck
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	767	he was really so strong and powerful, that no one else could contend with him.				was,contend	was,contend
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	768	When they were in the middle of the hall before this great assembly, the agreement was formally made, that the suitor, if vanquished, should lose his thousand horses.				were,was,made,vanquished,lose	were,was,made,vanquished,lose
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	769	But all the company, as well as the king and queen, expressed their wishes that he should be successful.				expressed,be	expressed,be
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	770	The two then rushed together, and wrestled violently, dragging each other in different directions: but at last the lady prevailed, and threw him on the ground, to the great grief of all the spectators; 				rushed,wrestled,dragging,prevailed,threw	rushed,wrestled,dragging,prevailed,threw
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	771	he thus forfeited the thousand horses.				forfeited	forfeited
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	772	But I have to inform you, that Kaidu led this daughter to many battles, and in no encounter could any warrior withstand her.		Kaidu		inform,led,withstand	inform,led,withstand
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	773	On many orrasions, she rushed among the enemy, seized one of the chiefs, and dragged him over to her own army.				rushed,seized,dragged	rushed,seized,dragged
3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	774	I will now, however, proceed to a great battle fought between her father and Argon, the son of Abaga, lord of the East.		Argon,Abaga		proceed,fought	proceed,fought
3	PART 1	46	Great Battle between Barak and Argon	775	Abaga ruled many provinces bordering on those of Kaidu, and it was where grows the tree called in the book of Alexander the Arbor Secco.	Great Turkey	Abaga,Kaidu,Alexander		ruled,bordering,was,called	ruled,bordering,was,called
3	PART 1	46	Great Battle between Barak and Argon	776	As that prince committed great ravages on his territory, he sent his son Argon, with a very large host of cavalry, into the country of the Arbor Secco, to the river of Gihon, where he took a station fitted to guard the country against the invader.		Argon	Gihon	committed,sent,took,fitted,guard	committed,sent,took,fitted,guard
3	PART 1	46	Great Battle between Barak and Argon	777	Kaidu, however, assembled a great body of horsemen, and gave the command to a brother named Barak, very brave and skilful, desiring him to oppose the enemy.		Kaidu,Barak		assembled,gave,named,brave,desiring,oppose	assembled,gave,named,brave,desiring,oppose
3	PART 1	46	Great Battle between Barak and Argon	778	Barak, with his troops, rode on till they came to the river, and were ten miles distant from Argon.		Barak,Argon		rode,came,were	rode,came,were
3	PART 1	46	Great Battle between Barak and Argon	779	The latter, informed of the approach of his adversary, made diligent preparation ; 				informed,made	informed,made
3	PART 1	46	Great Battle between Barak and Argon	780	the two remained three days in their respective camps.				remained	remained
3	PART 1	46	Great Battle between Barak and Argon	781	When they were fully prepared, and the naccar began to sound, they no longer delayed, but rushed furiously against each other.				were,prepared,began,sound,delayed,rushed	were,prepared,began,sound,delayed,rushed
3	PART 1	46	Great Battle between Barak and Argon	782	The arrows might be seen flying on all sides, and the air was so full of them, that it seemed to rain; 				be,seen,flying,was,seemed	be,seen,flying,was,seemed
3	PART 1	46	Great Battle between Barak and Argon	783	and when both parties had discharged them, and many men as well as horses had been slain, they seized their swords and spears, and began a most fierce and cruel combat.				had,discharged,had,been,slain,seized,began	had,discharged,had,been,slain,seized,began
3	PART 1	46	Great Battle between Barak and Argon	784	Arms and legs were cut off, chargers killed, and many dreadful wounds inflicted ; 				were,cut,killed,inflicted	were,cut,killed,inflicted
3	PART 1	46	Great Battle between Barak and Argon	785	the noise and cries were such as would have drowned the loudest thunder.				were,have,drowned	were,have,drowned
3	PART 1	46	Great Battle between Barak and Argon	786	I assure you, in a few hours the ground was covered with dead and dying.				was,covered,dying	was,covered,dying
3	PART 1	46	Great Battle between Barak and Argon	787	Finally, Barak and his men could not endure the force of their adversary, and retreated across the river ; 		Barak		endure,retreated	endure,retreated
3	PART 1	46	Great Battle between Barak and Argon	788	while the victor pursued and killed a great number.				pursued,killed	pursued,killed
3	PART 1	46	Great Battle between Barak and Argon	789	Thus Argon gained the day ; 		Argon		gained	gained
3	PART 1	46	Great Battle between Barak and Argon	790	and having begun to speak of him, I will relate his other adventures, and how he became sovereign lord after the death of Abaga, his father.		Abaga		having,begun,speak,relate,became	having,begun,speak,relate,became
3	PART 1	47	Argon and Acomat contend for the Persian Empire	791	Not long after Argon had gained this battle, he received news of the death of Abaga.	Great Turkey	Argon,Abaga		had,gained,received	had,gained,received
3	PART 1	47	Argon and Acomat contend for the Persian Empire	792	He was much grieved, yet prepared with his whole host to return to the court, and take possession of the sovereignty ; 				was,grieved,prepared,return,take	was,grieved,prepared,return,take
3	PART 1	47	Argon and Acomat contend for the Persian Empire	793	but he had forty days to march before arriving there.				had,march,arriving	had,march,arriving
3	PART 1	47	Argon and Acomat contend for the Persian Empire	794	Now a brother of the deceased monarch, named Acomat Soldan, who had become a Saracen, having heard of the event, bethought himself, that since the heir was so distant, he himself might succeed.		 Acomat Soldan		named,had,become,having,heard,was,succeed	named,had,become,having,heard,was,succeed
3	PART 1	47	Argon and Acomat contend for the Persian Empire	795	Having prepared a large body of men, he marched directly to the capital, and seized the supreme power.				Having,prepared,marched,seized	Having,prepared,marched,seized
3	PART 1	47	Argon and Acomat contend for the Persian Empire	796	He found such an amount of treasure, that it could scarcely be counted.				found,be,counted	found,be,counted
3	PART 1	47	Argon and Acomat contend for the Persian Empire	797	He lavished his bounty in a wonderful manner on the chiefs and barons, who declared him a good master, liked him, and wished for no other.				lavished,declared,liked,wished	lavished,declared,liked,wished
3	PART 1	47	Argon and Acomat contend for the Persian Empire	798	He studied to be popular, and to please all men; 				studied,be,please	studied,be,please
3	PART 1	47	Argon and Acomat contend for the Persian Empire	799	yet the action he had committed was vile, and blamed by many.				had,committed,was,blamed	had,committed,was,blamed
3	PART 1	47	Argon and Acomat contend for the Persian Empire	800	It was not long till he learned that Argon was marching against him with a very powerful force.		Argon		was,learned,was,marching	was,learned,was,marching
3	PART 1	47	Argon and Acomat contend for the Persian Empire	801	He made no delay, nor showed surprise, but actively summoned his barons and troops ; 				made,showed,summoned	made,showed,summoned
3	PART 1	47	Argon and Acomat contend for the Persian Empire	802	and in a week he had assembled a numerous body of cavalry, who all marched cheerfully against Argon, expressing their earnest desire to kill or take him.		Argon		had,assembled,marched,expressing,kill,take	had,assembled,marched,expressing,kill,take
3	PART 1	47	Argon and Acomat contend for the Persian Empire	803	Soldan Acomat having thus assembled 60,000 horsemen, set out and marched full ten days without interruption, when he learned that Argon, with an equal force, was five days' journey distant.		Soldan Acomat,Argon		having,assembled,set,marched,learned,was	having,assembled,set,marched,learned,was
3	PART 1	47	Argon and Acomat contend for the Persian Empire	804	He pitched his camp and awaited the enemy in a large and beautiful plain, which seemed well adapted for the combat.				pitched,awaited,seemed,adapted	pitched,awaited,seemed,adapted
3	PART 1	47	Argon and Acomat contend for the Persian Empire	805	He then summoned his people, and thus addressed them :-My lords, you know how well I am entitled to succeed my brother, being son of the same father, and having accompanied him in all his conquests.				summoned,addressed,entitled,succeed,being,having,accompanied	summoned,addressed,entitled,succeed,being,having,accompanied
