	chapterNo	chapterTitle	sectionNo	sectionTitle	sentenceNo	sentence	Polo Location	Person	Location	Gazzeter Location	Gazzeter Person
769	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	770	The two then rushed together, and wrestled violently, dragging each other in different directions: but at last the lady prevailed, and threw him on the ground, to the great grief of all the spectators; 					
770	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	771	he thus forfeited the thousand horses.					
771	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	772	But I have to inform you, that Kaidu led this daughter to many battles, and in no encounter could any warrior withstand her.		Kaidu			Kaidu
772	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	773	On many orrasions, she rushed among the enemy, seized one of the chiefs, and dragged him over to her own army.					
773	3	PART 1	45	Exploits of a Tartar Princess, Daughter to Kaidu	774	I will now, however, proceed to a great battle fought between her father and Argon, the son of Abaga, lord of the East.		Argon,Abaga			Argon
774	3	PART 1	46	Great Battle between Barak and Argon	775	Abaga ruled many provinces bordering on those of Kaidu, and it was where grows the tree called in the book of Alexander the Arbor Secco.	Great Turkey	Abaga,Kaidu,Alexander			Kaidu
775	3	PART 1	46	Great Battle between Barak and Argon	776	As that prince committed great ravages on his territory, he sent his son Argon, with a very large host of cavalry, into the country of the Arbor Secco, to the river of Gihon, where he took a station fitted to guard the country against the invader.		Argon	Gihon		Argon
776	3	PART 1	46	Great Battle between Barak and Argon	777	Kaidu, however, assembled a great body of horsemen, and gave the command to a brother named Barak, very brave and skilful, desiring him to oppose the enemy.		Kaidu,Barak			Kaidu
777	3	PART 1	46	Great Battle between Barak and Argon	778	Barak, with his troops, rode on till they came to the river, and were ten miles distant from Argon.		Barak,Argon			Argon
778	3	PART 1	46	Great Battle between Barak and Argon	779	The latter, informed of the approach of his adversary, made diligent preparation ; 					
779	3	PART 1	46	Great Battle between Barak and Argon	780	the two remained three days in their respective camps.					
780	3	PART 1	46	Great Battle between Barak and Argon	781	When they were fully prepared, and the naccar began to sound, they no longer delayed, but rushed furiously against each other.					
781	3	PART 1	46	Great Battle between Barak and Argon	782	The arrows might be seen flying on all sides, and the air was so full of them, that it seemed to rain; 					
782	3	PART 1	46	Great Battle between Barak and Argon	783	and when both parties had discharged them, and many men as well as horses had been slain, they seized their swords and spears, and began a most fierce and cruel combat.					
783	3	PART 1	46	Great Battle between Barak and Argon	784	Arms and legs were cut off, chargers killed, and many dreadful wounds inflicted ; 					
784	3	PART 1	46	Great Battle between Barak and Argon	785	the noise and cries were such as would have drowned the loudest thunder.					
785	3	PART 1	46	Great Battle between Barak and Argon	786	I assure you, in a few hours the ground was covered with dead and dying.					
786	3	PART 1	46	Great Battle between Barak and Argon	787	Finally, Barak and his men could not endure the force of their adversary, and retreated across the river ; 		Barak			
787	3	PART 1	46	Great Battle between Barak and Argon	788	while the victor pursued and killed a great number.					
788	3	PART 1	46	Great Battle between Barak and Argon	789	Thus Argon gained the day ; 		Argon			Argon
789	3	PART 1	46	Great Battle between Barak and Argon	790	and having begun to speak of him, I will relate his other adventures, and how he became sovereign lord after the death of Abaga, his father.		Abaga			
790	3	PART 1	47	Argon and Acomat contend for the Persian Empire	791	Not long after Argon had gained this battle, he received news of the death of Abaga.	Great Turkey	Argon,Abaga			Argon
791	3	PART 1	47	Argon and Acomat contend for the Persian Empire	792	He was much grieved, yet prepared with his whole host to return to the court, and take possession of the sovereignty ; 					
792	3	PART 1	47	Argon and Acomat contend for the Persian Empire	793	but he had forty days to march before arriving there.					
793	3	PART 1	47	Argon and Acomat contend for the Persian Empire	794	Now a brother of the deceased monarch, named Acomat Soldan, who had become a Saracen, having heard of the event, bethought himself, that since the heir was so distant, he himself might succeed.		 Acomat Soldan			Acomat
794	3	PART 1	47	Argon and Acomat contend for the Persian Empire	795	Having prepared a large body of men, he marched directly to the capital, and seized the supreme power.					
795	3	PART 1	47	Argon and Acomat contend for the Persian Empire	796	He found such an amount of treasure, that it could scarcely be counted.					
796	3	PART 1	47	Argon and Acomat contend for the Persian Empire	797	He lavished his bounty in a wonderful manner on the chiefs and barons, who declared him a good master, liked him, and wished for no other.					
797	3	PART 1	47	Argon and Acomat contend for the Persian Empire	798	He studied to be popular, and to please all men; 					
798	3	PART 1	47	Argon and Acomat contend for the Persian Empire	799	yet the action he had committed was vile, and blamed by many.					
799	3	PART 1	47	Argon and Acomat contend for the Persian Empire	800	It was not long till he learned that Argon was marching against him with a very powerful force.		Argon			Argon
800	3	PART 1	47	Argon and Acomat contend for the Persian Empire	801	He made no delay, nor showed surprise, but actively summoned his barons and troops ; 					
801	3	PART 1	47	Argon and Acomat contend for the Persian Empire	802	and in a week he had assembled a numerous body of cavalry, who all marched cheerfully against Argon, expressing their earnest desire to kill or take him.		Argon			Argon
802	3	PART 1	47	Argon and Acomat contend for the Persian Empire	803	Soldan Acomat having thus assembled 60,000 horsemen, set out and marched full ten days without interruption, when he learned that Argon, with an equal force, was five days' journey distant.		Soldan Acomat,Argon			Acomat ,Argon
803	3	PART 1	47	Argon and Acomat contend for the Persian Empire	804	He pitched his camp and awaited the enemy in a large and beautiful plain, which seemed well adapted for the combat.					
804	3	PART 1	47	Argon and Acomat contend for the Persian Empire	805	He then summoned his people, and thus addressed them :-My lords, you know how well I am entitled to succeed my brother, being son of the same father, and having accompanied him in all his conquests.					
805	3	PART 1	47	Argon and Acomat contend for the Persian Empire	806	Because Argon is son to Abaga, some think he ought to succeed ; 		Argon,Abaga			Argon
806	3	PART 1	47	Argon and Acomat contend for the Persian Empire	807	but with all due respect to them, I consider this unjust.					
807	3	PART 1	47	Argon and Acomat contend for the Persian Empire	808	Even during my brother's life, I was reasonably entitled to half the kingdom, only through my mildness I allowed him the whole, but now I ought to succeed.					
808	3	PART 1	47	Argon and Acomat contend for the Persian Empire	809	I pray you then to defend my right against Argon, and preserve to us the rule; 		Argon			Argon
809	3	PART 1	47	Argon and Acomat contend for the Persian Empire	810	for I seek only the name and dignity, and leave to you the profit and possession of all.					
810	3	PART 1	47	Argon and Acomat contend for the Persian Empire	811	I need say no more to wise men, who love justice, and will do all things for the general honour and benefit.					
811	3	PART 1	47	Argon and Acomat contend for the Persian Empire	812	When the barons, chiefs, and soldiers heard this speech, they declared with one consent their resolution to adhere to him while they had breath, and defend him against all, and particularly Argon, whom they trusted they would capture and place in his hands.		Argon			Argon
812	3	PART 1	47	Argon and Acomat contend for the Persian Empire	813	When that prince learned that his rival was waiting for him with so great a multitude, he was much discomposed ;					
813	3	PART 1	47	Argon and Acomat contend for the Persian Empire	814	 he considered, however, how injurious it would be to show melancholy or fear, and the necessity of displaying valour and boldness.					
814	3	PART 1	47	Argon and Acomat contend for the Persian Empire	815	also how many great battles you fought with him, aiding him to conquer all his kingdom.					
815	3	PART 1	47	Argon and Acomat contend for the Persian Empire	816	He sent for his lords and counsellors, and having assembled a great number, thus addressed them :- My dear brothers and friends, you know well how tenderly my father loved you, regarding you while he lived as kindred and children ; 					
816	3	PART 1	47	Argon and Acomat contend for the Persian Empire	817	Now I am the son of him who loved you so much, and to me you are equally dear; 					
817	3	PART 1	47	Argon and Acomat contend for the Persian Empire	818	I therefore trust you will aid me against the man who seeks, contrary to all right and reason, to disinherit me.					
818	3	PART 1	47	Argon and Acomat contend for the Persian Empire	819	Consider also, that he has forsaken our law and embraced that of Mohammed ; 		Mohammed			
819	3	PART 1	47	Argon and Acomat contend for the Persian Empire	820	it were fitting indeed that a Saracen should rule over the Tartar nation!					
820	3	PART 1	47	Argon and Acomat contend for the Persian Empire	821	Therefore, friends and brothers, I trust that you will willingly and heartily support me, and that each will display such valour, that the battle may be ours, and we may comfort ourselves by thinking that the right is on our sideù.					
821	3	PART 1	47	Argon and Acomat contend for the Persian Empire	822	After this speech, each lord and chief thought to himself, that he ought rather to die than not strenuously endeavour to gain atriumph.					
822	3	PART 1	47	Argon and Acomat contend for the Persian Empire	823	While the rest were silent, one great lord arose and said :- Noble sire, we know fully the truth of what you have said, and I will now answer in the name of all now present, that while life remains in our bodies, we are ready to die rather than fail to conquer.					
823	3	PART 1	47	Argon and Acomat contend for the Persian Empire	824	Victory, too, appears to us certain, since we are so greatly in the right, and our enemies in the wrong.					
824	3	PART 1	47	Argon and Acomat contend for the Persian Empire	825	I advise, then, that we march as soon as possible against the foe, and pray all our companions to display such valour, that their deeds may be spoken of over the whole worldù.					
