chapterNo,chapterTitle,sectionNo,SentenceNo,sectionTitle,sentence,Person,Location
1,PART 1,58,856,"Cities of Ca-cian-fu, Cian-glu, and Cian-gli","Through the middle of that territory flows a great river, on which is conveyed much merchandise of various kinds.",,
1,PART 1,59,857,Condi-fu--Rebellion against the Great Khan,"In departing from Cian-gli, we come in six days to Condi-fu,a great city, which the khan conquered by force of arms, but still it is the noblest in the province.",khan,"Cian-gli,Condi-fu"
1,PART 1,59,858,Condi-fu--Rebellion against the Great Khan,"There is a wonderful abundance of silk, as well as orchards with many delicate fruits, and the situation is delightful ;",,
1,PART 1,59,859,Condi-fu--Rebellion against the Great Khan," it has also under it fifteen other cities of great importance and commerce, whence it derives high honour and dignity.",,
1,PART 1,59,860,Condi-fu--Rebellion against the Great Khan,"In the year 1273, the khan gave to Litan, one of his barons, 70,000 horse to defend and secure that city; ","khan,Litan",
1,PART 1,59,861,Condi-fu--Rebellion against the Great Khan,"but when the said baron had remained some time in the country, he arranged with certain men to betray it, and rebel against his lord.",,
1,PART 1,59,862,Condi-fu--Rebellion against the Great Khan,"When the khan knew this, he sent two of his commanders, Aguil and Mongatai, with many troops, against the traitor.","khan,Aguil,Mongatai",
1,PART 1,59,863,Condi-fu--Rebellion against the Great Khan,"On their approach, the rebel went forth to meet them with his forces, consisting of a hundred thousand cavalry and many infantry, both of the country and of those he had brought with him ;",,
1,PART 1,59,864,Condi-fu--Rebellion against the Great Khan, and there was a very great battle between him and those two chiefs.,,
1,PART 1,59,865,Condi-fu--Rebellion against the Great Khan,"Litan was killed, with many others; ",Litan,
1,PART 1,59,866,Condi-fu--Rebellion against the Great Khan,"and the khan caused all those who had been guilty to be put to death, and spared the lives of the rest.",khan,
1,PART 1,59,867,Condi-fu--Rebellion against the Great Khan,Now let us tell of another country named Sin-gui.,,Sin-gui
1,PART 1,60,868,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man has gone south from Condi-fu, he finds cities and castles, many animals of the chase and birds, with a vast abundance of all productions, and then comes to Sin-gui,which is noble, great, and beautiful, with much merchandise and many arts; ",,"Condi-fu,Sin-gui"
1,PART 1,60,869,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","the whole people are idolaters, subject to the khan, and use paper money.",khan,
1,PART 1,60,870,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","They have a river which is of great utility, because the people of the country have divided the stream which comes from the south into two parts; ",,
1,PART 1,60,871,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","one goes eastward towards Manji, the other westward towards Cathay ; ",,"Manji,Cathay"
1,PART 1,60,872,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","and the land has thus a wonderful number of ships, though not of large size, with which they convey goods to other provinces, and bring thence an almost incredible quantity of merchandise.",,
1,PART 1,60,873,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man departs from Sin-gui and goes eight days to the south, he finds many rich cities and castles.",,Sin-gui
1,PART 1,60,874,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The people are idolaters,subject to the khan ; ",khan,
1,PART 1,60,875,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","they burn the bodies of their dead, and use paper money.",,
1,PART 1,60,876,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","At the end of eight days he arrives at a town named Lin-gui,great and noble, with men-at-arms, and also arts and merchandise.",,Lin-gui
1,PART 1,60,877,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",Here are wild animals and every kind of provision in abundance.,,
1,PART 1,60,878,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When he departs from Lin-gui, he goes three days to the south, finding cities and castles under the powerful khan ; ",khan,Lin-gui
1,PART 1,60,879,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","the people idolatrous, and burning the bodies of their dead.",,
1,PART 1,60,880,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",There is much excellent hunting of birds and beasts.,,
1,PART 1,60,881,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","At the end of these three days, he discovers a very good city named Pin-gui.",,Pin-gui
1,PART 1,60,882,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The people have all things necessary for subsistence, raise much silk, and pay a large revenue to the sovereign.",,
1,PART 1,60,883,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",A great quantity of merchandise is laden here for the province of Manji.,, Manji
1,PART 1,60,884,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man has departed from Pin-gui, and travelled two days with his face to the south, through beautiful and rich countries, he finds the city of Cin-gui,very large, and full of merchandise and arts.",,"Pin-gui,Cin-gui"
1,PART 1,60,885,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","The people are wholly idolatrous, burn the bodies of their dead, their money is paper, and they are under the khan.",khan,
1,PART 1,60,886,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",They have much grain and grass.,,
1,PART 1,60,887,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui","When a man leaves Cin-gui, he finds cities, villages, and castles, with handsome dogs and good pasturage ; ",,Cin-gui
1,PART 1,60,888,"Cities of Sin-gui, Lin-gui, Pin-gui, and Cin-gui",the people being such as are above described.,,
1,PART 1,61,889,Of the great River Kara-moran,"At the end of two days a man finds the great river called Kara-moran, coming from the lands of Prester John.",Prester John,Kara-moran
1,PART 1,61,890,Of the great River Kara-moran,"It is full, broad, and so deep that a large ship can pass through its channel; ",,
1,PART 1,61,891,Of the great River Kara-moran,"and there are on it full 15,000 vessels, all belonging to the khan, meant for conveying his goods when he goes to the islands of the sea, which is distant about a day's journey.",khan,
1,PART 1,61,892,Of the great River Kara-moran,"And each of these ships requires fifteen mariners, and carries fifteen horses with their riders, provisions, and every thing else necessary for them.",,
1,PART 1,61,893,Of the great River Kara-moran,"When a man passes that river, he enters the province of Manji, and I will tell you how it was conquered by the khan.",khan,Manji
1,PART 1,62,894,"Of the Province of Manji, and how it was made subject to the Great Khan","In the extensive province of Manji there was a lord and king named Facfur, who, excepting the great khan, was the mightiest sovereign in the world, the most powerful in money and people ;","Facfur,khan",Manji
1,PART 1,62,895,"Of the Province of Manji, and how it was made subject to the Great Khan"," but the men are not good at arms, nor have horses trained to war, nor experience in battle and military operations, otherwise they would never have lost so strong a country.",,
1,PART 1,62,896,"Of the Province of Manji, and how it was made subject to the Great Khan","All the lands are surrounded by waters so deep that they cannot be passed unless by bridges, and the chief cities are encompassed by broad ditches filled with water.",,
1,PART 1,62,897,"Of the Province of Manji, and how it was made subject to the Great Khan","The khan, however, in the year of our Lord 1273,sent one of his barons, Bayam Cinqsan, which means Bayam with the Hundred Eyes: for the King of Manji had found out by astrology, that he could lose his kingdom only by a man having a hundred eyes.","khan,Bayam Cinqsan,Bayam",Manji
1,PART 1,62,898,"Of the Province of Manji, and how it was made subject to the Great Khan","This Bayam marched with a very great force, many ships, horse and foot, and came to the first city of Manji, called Koi-gan-zu, which we will presently describe.",Bayam,"Manji,Koi-gan-zu"
1,PART 1,62,899,"Of the Province of Manji, and how it was made subject to the Great Khan",He called upon it to surrender ; ,,
1,PART 1,62,900,"Of the Province of Manji, and how it was made subject to the Great Khan",but the people refused.,,
1,PART 1,62,901,"Of the Province of Manji, and how it was made subject to the Great Khan","He then went to another city, which also refused, and so he passed five, leaving them behind, because he knew that the khan was sending a large additional force.",khan,
1,PART 1,62,902,"Of the Province of Manji, and how it was made subject to the Great Khan","He took, however, the sixth by storm, and then successively reduced other twelve ; ",,
